código,glosa,clasificación
11121206,PARTICIPATION OF NMDA RECEPTORS DISTRIBUTION IN OXIDATIVE STRESS: ROLE OF BALANCE BETWEEN SYNAPTIC PLASTICITY AND SYNAPTOTOXICITY,salud
11121207,THE MODULUS OF ANALYTIC CLASSIFICATION OF THE HOPF BIFURCATION OF CODIMENSION-K,otro
11121208,DESALINATION DRIVEN BY SALT-GRADIENT SOLAR PONDS: IMPACT OF EVAPORATION SUPPRESSION ON ENERGY COLLECTION AND WATER PRODUCTION,otro
11121209,HOST RESPONSE OF PRUNUS ROOTOSTOCKS TO MELOIDOGYNE SPP. FOUND IN THE CENTRAL VALLEY OF CHILE.,salud
11121212,VOXEL BASED MORPHOMETRY IN IDIOPATHIC PARKINSON DISEASE AND PARKINSON PLUS SYNDROMES:REFLECTING THE ONGOING NEURONAL LOSS,salud
11121214,MAGNETIC INTERACTION IN NANOSTRUCTURES,otro
11121216,CALIDAD DE VIDA EN JOVENES CON DISCAPACIDAD INTELECTUAL Y SU RELACION CON LA FORMACION LABORAL.,salud
11121217,"RENIN IN THE RENAL COLLECTING DUCT: ROLE OF ANGIOTENSIN II, VASOPRESSIN AND PROSTAGLANDIN E2 AS PARACRINE HORMONES IN MODULATING ITS EXPRESSION AND POSSIBLE IMPLICATIONS THE PROGRESSION OF HYPERTENSION.",salud
11121218,LA LIBERTAD ECONOMICA REDEFINIDA: DE UNA VISION RESTRICTIVA A UNA CONCEPCION INTEGRAL. UTILIDAD INDIVIDUAL E INTERES SOCIAL EN EL MARCO JURIDICO DE UNA REVISION.,otro
11121219,INVESTIGATION AND DEVELOPMENT OF AN INTEGRATED CULTURE TECHNOLOGY FOR A RECONVERSION OF ORGANIC MATTER FALLEN/LOOSED FROM MUSSELS FARMING.,otro
11121220,DISTRIBUTED SAT AND MAXSAT FOR COMBINATORIAL OPTIMIZATION,otro
11121221,APUNTES SOBRE LA DIMENSION MUSEAL DE LA LITERATURA LATINOAMERICANA O LOS MUSEOS DE PAPEL,otro
11121223,"SUPRAMOLECULAR INTERACTIONS BETWEEN PHOTOACTIVE DRUGS, CUCURBIT[N]URILS AND PROTEINS. UNDERSTANDING HOW THESE COMPLEXES CAN BE USED IN DRUG DELIVERY AND OTHER BIOMEDICAL APPLICATIONS",salud
11121224,FINITE-ELEMENT MODELING OF CARDIAC ELECTROPHYSIOLOGY: TOWARD REALISTIC REPOLARIZATION SEQUENCES,salud
11121225,GENE REGULATORY NETWORKS UNDERLYING DEVELOPMENTAL ADAPTATIONS IN RESPONSE TO CHANGES IN NUTRIENT AVAILABILITY IN ARABIDOPSIS THALIANA,otro
11121226,QUIEBRA E INSOLVENCIA EN LOS GRUPOS EMPRESARIALES. APROXIMACION HACIA SUPUESTOS DE RESPONSABILIDAD DESDE LA PERSPECTIVA DE LA TEORIA DEL ADMINISTRADOR DE HECHO.,otro
11121228,"LOCALIZED DISSIPATIVE-DISPERSIVE SOLITONS IN THE ONE, TWO AND THREE-DIMENSIONAL GINZBURG-LANDAU EQUATION",otro
11121231,"EL PENSAMIENTO DE LOS INTELECTUALES INDIGENAS EN LA HISTORIA RECIENTE DE AMERICA LATINA Y CHILE, 1980-2010",otro
11121237,DEVELOPMENT OF EXTRACTION/PRECONCENTRATION METHODOLOGIES BASED ON COMMERCIAL PDMS DEVICES FOR THE DETERMINATION OF PHARMACEUTICALS AND PERSONAL CARE PRODUCTS WITH POTENTIAL USE AS CHEMICAL MARKERS FROM ENVIRONMENTAL MATRICES,salud
11121239,THE ROLE OF TRPM4 CHANNELS IN THE REGULATION OF CYTOSKELETAL DYNAMICS DURING WOUND HEALING,salud
11121241,MERCADO DE ARRIENDO Y TRAYECTORIAS RESIDENCIALES DE  LOS PRECARIOS URBANOS EN EL AREA CENTRAL DE SANTIAGO,otro
11121243,FULLY COMPUTABLE A POSTERIORI ERROR ESTIMATION IN FINITE ELEMENT ANALYSIS,otro
11121245,LAS FAMILIAS EN CHILE: EL TRABAJO DE PARENTESCO Y LA GENERACION DE CONSTELACIONES FAMILIARES,otro
11121247,UNDERSTANDING INCOME INEQUALITY PERSISTENCY AND ITS SPATIAL DIMENSION IN CHILE.,otro
11121249,"CREENCIAS DEL PROFESORADO SOBRE LAS RELACIONES ENTRE LA CIENCIA Y EL GENERO EN LA EDUCACION CIENTIFICA Y SUS CONSECUENCIAS, EN EL DESARROLLO DE LAS PRACTICAS PEDAGOGICAS.",otro
11121250,EFFICIENT STRATEGIES FOR UNCERTAINTY QUANTIFICATION IN STOCHASTIC LINEAR MECHANICS,otro
11121251,IMAGINARIOS DE EXTRANJERIDAD: ANTROPOLOGIA LITERARIA E IMAGINACION SIMBOLICA EN EL CICLO DE ABRAHAM.,otro
11121254,"CYTOPROTECTIVE SYNTHETIC AND NATURAL LIGANDS BOUND TO PLATINUM AS POTENTIAL ANTICANCER DRUGS: SYNTHESIS, CHARACTERIZATION AND IN VITRO EVALUATION.",salud
11121255,"ESSENTIAL OIL OF PEUMUS BOLDUS MOLINA, LAURELIA SEMPERVIRENS (RUIZ ET PAU.) TUL AND LAURELIA PHILIPPIANA LOOSER AS AN ALTERNATIVE TO SYNTHETIC INSECTICIDES TO SITOPHILLUS SPP COMPLEX AND ACANTHOSCELIDES OBTECTUS SAY CONTROL IN STORED SEEDS",- salud
11121259,"DESARROLLO E IMPLEMENTACION DE METODOLOGIA ANALITICA PARA LA DETERMINACION DE ACIDOS ORGANICOS, HIDROXIACETALDEHIDO Y ACETOL EN BIO-OIL POR HPLC-UV-RID. APLICACION EN LA OBTENCION DE PRODUCTOS QUIMICOS.",- otro
11121261,MULTILEVEL ACTIVE POWER FILTERS WITH DEDICATED MODULES TO COMPENSATE HARMONIC COMPONENTS,- otro
11121262,ROLE OF THE ADP-RIBOSYLTRANSFERASE TOXIN NARE IN ACTIN CYTOSKELETON REMODELING  DURING THE INVASION OF THE HUMAN FALLOPIAN TUBE EPITHELIUM BY NEISSERIA GONORRHOEAE,- salud
11121264,MECHANISMS UNDERLYING SEED TRAIT EVOLUTION BY FIRE,- otro
11121265,UNVEILING THE PROTECTIVE IMMUNE HOST RESPONSES TO NEOSPORA CANINUM IN BOVINE FETUSES,- salud
11121266,STUDY ON THE MOLECULAR AND CELLULAR IMMUNOSTIMULATORY PROPERTIES OF COPPER NANOPARTICLES,- salud
11121270,A GREEN POMERANZ-FRITSCH ACCESS TO TETRAHYDROISOQUINOLINES.,- otro
11121273,SUPPRESSION OF SOIL-BORNE DISEASES MEDIATED BY PARTICULATE ORGANIC MATTER (POM) ADDITION: EFFECTS ON POPULATION AND ACTIVITY OF SOIL MICROORGANISMS,salud
11121275,"SOBREVIVIR LA MEGALOPOLIS: ADOLESCENTES, MASCULINIDAD Y MEDIOS EN LA NOVELA DE INICIACION LATINOAMERICANA, 1960-2011.",otro
11121276,REPRESENTACIONES DE INFANCIA EN LA POESIA CHILENA DE SEGUNDA MITAD DEL SIGLO XX,otro
11121278,EL DISCURSO CRITICO-BIBLIOGRAFICO DEL SIGLO XVIII AMERICANO: RELECTURAS DESDE EL INTERSTICIO EPISTEMOLOGICO (POST) COLONIAL,otro
11121279,CARBON LOSS AND DEGRADATION INDICATORS IN SECOND-GROWTH NOTHOFAGUS OBLIQUA FORESTS IN THE MEDITERRANEAN REGION OF CHILE,otro
11121280,GLACIAL HISTORY OF TRANQUILO GLACIER (47°35'S) FROM THE LAST GLACIAL MAXIMUM THROUGH THE HOLOCENE,otro
11121281,"BIOMIMETIC PHOSPHOLIPID BILAYER MEMBRANES ON POROUS FILMS OR FIBERS OF HYDROGEL SCAFFOLDS PRODUCED BY PHOTO-INDUCED POLYMERIZATION, FOR POTENTIAL APPLICATIONS AS OPTICAL BIO-SENSOR",salud
11121286,COOPTACION DE MOVIMIENTOS REGIONALISTAS EN TRES COYUNTURAS HISTORICAS DE CHILE: MODELO Y FRAGILIDAD DE ALIANZA REGIONALIZADORA,otro
11121287,"HYDROLOGICAL PROCESS DYNAMICS IN ANDEAN BASINS. IDENTIFYING THE DRIVING FORCES, AND IMPLICATIONS IN MODEL PREDICTABILITY AND CLIMATE CHANGE IMPACT STUDIES.",otro
11121288,DESIGNING AND CONSTRUCTING A SCALABLE PIPELINE OF GRAPH-BASED METHODS FOR THE ANALYSIS OF GENE EXPRESSION DATA,salud
11121290,APUNTES PARA UNA HISTORIOGRAFIA CRITICA: PINTURA CHILENA EN EL UMBRAL DE LA MODERNIDAD,otro
11121291,ARSENIC REMOVAL BY NANOCOMPOSITE ION EXCHANGE RESIN BASED ON MODIFIED NANOPARTICLES ACTING AS MULTIFUNCTIONAL CROSSLINKER AND REINFORCEMENT AGENT,otro
11121292,MICROBLOG TEXTS CLASSIFICATION USING WORD NETWORKS,otro
11121293,LOS ESTANDARES DE PRUEBA EN LA JUSTICIA CIVIL PATRIMONIAL,otro
11121294,EFFECT OF THE PLATELET RICH PLASMA AND PLATELET POOR PLASMA ON PROLIFERATION AND DIFFERENTIATION OF HUMAN PERIODONTAL LIGAMENT CELLS,salud
11121295,LA INFANCIA COMO SUJETO DE LAS POLITICAS PUBLICAS E INTERVENCIONES SOCIALES: EL CASO DE LA NIÑEZ MIGRANTE EN EL CHILE DEL SIGLO XXI,otro
11121296,LITERATURA Y EDUCACION: CONTINUIDADES Y RUPTURAS EN LA PROGRESIVA CONFORMACION DE UN DISCURSO ESPECIFICO ACERCA DE LA ENSEÑANZA LITERARIA EN CHILE EN LOS INICIOS DEL SISTEMA REPUBLICANO (1842-1893).,otro
11121298,"VOLCANO SHAPE AND MAGMA SYSTEM PROPERTIES: A COMPARATIVE STUDY OF LAVA MORPHOLOGIES ON THE LONQUIMAY VOLCANIC COMPLEX (38°S) AND LAGUNA DEL MAULE VOLCANIC FIELD (36°S), SOUTHERN ANDES OF CHILE",otro
11121300,MORPHODYNAMICS OF AIR INJECTION IN AN IMMERSED GRANULAR LAYER: BULK AND SURFACE EVOLUTION,otro
11121301,NEUROPSYCHIATRIC ASPECTS OF HIV INFECTION,salud
11121302,REGULATION OF PURINERGIC P2X RECEPTORS BY PHOSPHORYLATION/DEPHOSPHORYLATION: MECHANISMS AND PHYSIOLOGICAL RELEVANCE,salud
11121303,LA POETICA DE LA FRONTERA EN LA LITERATURA HISPANOAMERICANA CONTEMPORANEA (CHILE-MEXICO),otro
11121306,"""ROLES OF THE DEVELOPMENTAL STAGE OF PLANTS IN THE INTENSITY AND DIVERSITY OF THE BENEFICIAL EFFECTS MEDIATED BY PLANT GROWTH PROMOTING BACTERIA""",otro
11121307,REDISTRIBUTION POLICIES AND CANDIDATES' WEALTH,otro
11121309,RETINOIC ACID AND IL-33: THE DYNAMIC DUO CONTROLLING THE POLARIZATION OF T CELL-MEDIATED IMMUNITY.,salud
11121310,SEGUIMIENTO DEL PRECEDENTE POR LA CORTE SUPREMA EN UNIFICACION DE JURISPRUDENCIA LABORAL,otro
11121312,"LOGICAS DE PENSAMIENTO DISCIPLINAR Y PEDAGOGICO QUE MOVILIZAN, ARTICULAN Y/O CONFIGURAN ESTUDIANTES PEDAGOGIA EN EDUCACION MEDIA EN EL PROCESO DE PRACTICA PROFESIONAL",otro
11121313,TRATAMIENTO PENAL DE LA REITERACION DELICTIVA: SISTEMATIZACION Y CRITERIOS DISTINTIVOS RELEVANTES DE CONSIDERAR,otro
11121314,ON DEFORMATIONS AND ADJOINT HOMOLOGY OF 2-STEP NILPOTENT NILRADICALS OF PARABOLIC SUBALGEBRAS OF SIMPLE LIE ALGEBRAS.,otro
11121315,"""PRACTICAS Y REPRESENTACIONES DE LAS ACTUACIONES JUDICIALES INDIGENAS ANTE LOS FOROS DE JUSTICIA: SIGLOS XVII-XVIII-XIX, ZONA CENTRAL DE CHILE""",otro
11121316,NILPOTENT GROUP ACTIONS ON THE INTERVAL,otro
11121317,NANOPARTICLE CATALYSIS IN OXIDATION INDUSTRIAL PROCESSES USING GREEN CHEMICAL CONDITION,otro
11121318,SECOND LAW OF THERMODYNAMICS AND PROBABILISTIC QUANTUM TRANSFORMATIONS.,otro
11121320,EFFECTS OF CLIMATIC CONDITIONS AND METABOLIZABLE ENERGY INTAKE ON PRODUCTIVE PERFORMANCE OF STEERS FINISHED DURING SUMMER AND WINTERTIME IN LA ARAUCANIA REGION,otro
11121322,PHENOLIC COMPOSITION OF CARMENERE GRAPE POMACES AND STEMS (VITIS VINIFERA L.) AND ITS ANTIBACTERIAL EFFECT AGAINST HELICOBACTER PYLORI,salud
11121323,"MONTAÑA. TURISMO Y AMENIDADES. TRANSFORMACIONES SOCIOTERRITORIALES EN LAS COMUNAS DE MONTAÑA DE LAS REGIONES DE ATACAMA Y COQUIMBO, 1992-2012.",otro
11121327,EVALUATION OF CHILEAN FLY ASH AS REPLACEMENT OF CEMENT TO PRODUCE CONCRETE WITH LOWER GLOBAL ENVIRONMENTAL IMPACT,otro
11121329,CHARACTERIZATION OF THE NATIVE MICROBIOTA INVOLVED IN THE SPONTANEOUS MALOLACTIC FERMENTATION OF PREMIUM CHILEAN WINES.,otro
11121330,CONSTRUCCION DE UN MODELO PREDICTIVO DEL IMPACTO PSICOSOCIAL A PARTIR DE DATOS EMPIRICOS Y SIMULADOS VINCULADOS CON EL TERREMOTO Y TSUNAMI DEL 27 DE FEBRERO DE 2010,otro
11121335,"COMPREHENSIVE ANALYSIS OF THE VARIABLE OUTGASSING ACTIVITY AT VILLARRICA AND LLAIMA VOLCANOES, CHILE, AND ITS RELATION TO CHANGES IN LOCAL STRESSES",otro
11121336,REVISION CRITICA DE LA RESPONSABILIDAD CIVIL POR DAÑOS ENTRE COMPETIDORES POR CONDUCTAS ANTICOMPETITIVAS EN CHILE.,otro
11121338,ARQUITECTURA Y POLITICA HABITACIONAL: TRECE PROYECTOS DE VIVIENDAS ECONOMICAS Y LA CONSTRUCCION DE LA METROPOLIS. SANTIAGO 1948-1973,otro
11121339,"""FROM THE NUCLEUS TO THE RIBOSOME: DECIPHERING THE ROLE OF DDX3 IN LINKING NUCLEAR EXPORT AND TRANSLATION OF THE HUMAN IMMUNODEFICIENCY VIRUS TYPE-1 (HIV-1) GENOMIC RNA""",salud
11121340,FICCIONALIZAR Y PENSAR LA CULTURA: ANALISIS A LAS REFLEXIONES SOBRE LOS CAMPOS CULTURALES Y LOS MODELOS LITERARIOS EN LA NARRATIVA DE AUTORAS LATINOAMERICANAS DE LA PRIMERA MITAD DEL SIGLO XX,otro
11121346,PENSAR LA NEGATIVIDAD DE LO SOCIAL: HACIA UNA RECONSTRUCCION DEL CONCEPTO DE RUPTURA EN LA TEORIA SOCIAL MODERNA.,otro
11121347,FINITE ELEMENT METHODS FOR PROBLEMS IN SOLID AND FLUID MECHANICS.,otro
11121350,TREE-BASED PATTERN RECOGNITION,otro
11121353,"GENERO, RELACIONES LABORALES Y ORGANIZACIONES ACADEMICAS. PRACTICAS Y DISCURSOS EN LAS UNIVERSIDADES CHILENAS.",otro
11121354,"MAPA DE LAS DESIGUALDADES EN SALUD PARA EL CONTAMINANTE ATMOSFERICO MATERIAL PARTICULADO (MP10): GEORREFERENCIACION MULTIDIMENSIONAL DE LOS EFECTOS EN SALUD, CHILE, QUINQUENIO 2005-2009.",salud
11121357,THE COMPETITION REVOLUTION: EXPLAINING HOW COMPETITION LAWS DIFFUSE GLOBALLY,otro
11121358,EFFECT OF ALPHA-LIPOIC ACID ON LEUKOTRIENE SYNTHESIS. IN VITRO STUDIES,salud
11121360,FUNCTIONAL REDUNDANCY AND LIMITING SIMILARITY: REGIONAL COMPENSATION AND COEXISTENCE IN A BIOGEOGRAPHIC TRANSITION ZONE,otro
11121361,UNDERSTANDING INTERGROUP INTERACTIONS FROM A NORMATIVE PERSPECTIVE: CONVERSATIONS BETWEEN CHILEANS AND PERUVIAN IMMIGRANTS,otro
11121363,FAMILIA Y ESTADO DE BIENESTAR . LA CONSTRUCCION DE LOS DERECHOS SOCIALES EN CHILE 1920-1970,otro
11121365,INTERPOPULATION VARIATION OF THE THERMAL PHYSIOLOGY AND ACCLIMATION CAPACITIES TO CHRONIC AND ACUTE THERMAL EXPOSITION OF A CHILEAN LIZARD (LIOLAEMUS PICTUS).,otro
11121366,NEW METHODS FOR IMPROVING INTERVAL BRANCH & BOUND ALGORITHMS BY ADAPTING CLASSICAL TECHNIQUES FROM DISCRETE TO CONTINUOUS DOMAINS.,otro
11121367,ROLE OF THE FACILITATIVE GLUCOSE TRANSPORTER GLUT8 IN MAMMARY GLAND DURING PREGNANCY AND LACTATION,salud
11121371,TEORIA Y PRACTICA DEL DERECHO COMPARADO POR PARTE DEL TRIBUNAL CONSTITUCIONAL CHILENO 2006- 2012: ANALISIS CRITICO,otro
11121373,LA DELIMITACION DEL TIPO PENAL DE ESTAFA EN EL ORDENAMIENTO JURIDICO CHILENO,otro
11121375,STUDY OF COMMERCIALLY AVAILABLE MEMBRANES FOR THE SEPARATION OF NITROGEN COMPOUNDS FROM AQUACULTURE INDUSTRY,otro
11121379,"DEPOLYMERIZATION AND FRAGMENTATION OF ORGANOSOLV LIGNIN BY ALKALINE CATALYZED OF HIGH PERFORMANCE, TO BE USED AS REPLACEMENT BY PHENOL IN ADHESIVES-RESINS TO PLYWOOD AND IDENTIFICATION OF SUB-PRODUCTS WITH VALUE-ADDED",otro
11121381,LA INTIMIDAD DE LOS FUNCIONARIOS PUBLICOS FRENTE A LA LEYES DE PRENSA Y DE ACCESO A LA INFORMACION PUBLICA,otro
11121383,METHODOLOGY AND APPLICATIONS FOR INCREMENTAL BEHAVIOUR LEARNING IN VIDEO GUIDED BY INFORMATION RELIABILITY,otro
11121384,ALLOY DESIGN AND CHARACTERIZATION OF MICROSTRUCTURE OF FUNCTIONALLY CEMENTED CARBIDE SUPPORTED BY THERMODYNAMIC AND DIFFUSION MODELING.,otro
11121387,"THE ROLE OF WRKY7, 11 AND 17 IN THE TRANSCRIPTIONAL REPRESSION OF UPR-RESPONDING GENES DURING THE ESTABLISHMENT OF SAR AND ITS RELATIONSHIP TO ER CALCIUM DYNAMICS IN ARABIDOPSIS THALIANA",otro
11121389,"DETERMINATION OF RISK FACTORS AND HIGH-RISK AREAS OF INFLUENZA A VIRUSES BASED ON THE ASSESSMENT OF ITS SEROPREVALENCE AND GENOTYPIC IDENTIFICATION, IN BACKYARD SWINE AND POULTRY PRODUCTIVE SYSTEMS IN THE CENTRAL ZONE OF CHILE",salud
11121390,PRECISANDO LA EVALUACION DEL RIESGO SUICIDA:  ESTUDIO DE VARIABLES PSICOSOCIALES ASOCIADAS A LA CONDUCTA SUICIDA  EN ADOLESCENTES Y ADULTOS CONSULTANTES EN SALUD MENTAL.,salud
11121391,INFLUENCE OF EXCESSIVE WEIGHT GAIN (EWG) ON LEUKOCYTE INFLAMMATORY CHARACTERISTICS: ASSOCIATION WITH CARDIOMETABOLIC HEALTH IN CHILDREN INITIATING PUBERTY,salud
11121392,STUDY OF THE RELATIONSHIP BETWEEN POLYMER DEGRADATION AND PROTEIN ADSORPTION IN CELL-POLYMER INTERACTIONS FOR BIOMEDICAL APPLICATIONS,salud
11121394,PHYTOPATHOLOGICAL BASIS OF THE INTERACTION BETWEEN RASPBERRY (RUBUS IDAEUS) AND TOMATO RINGSPOT VIRUS (TORSV).,otro
11121395,TESTING OF MODEL DRIVEN DEVELOPMENT APPLICATIONS (TESTMODE),otro
11121396,IDENTIFICATION OF GENES INVOLVED IN THE EXPRESSION OF TRAITS ASSOCIATED WITH FRUIT QUALITY IN PEACH [PRUNUS PERSICA (L.) BATSCH] USING THE CO-LOCALIZATION BETWEEN QTLS AND EQTLS,otro
11121397,THERMODYNAMICS AND DYNAMICS OF TWO DIMENSIONAL SPIN ICE,otro
11121403,FUNDAMENTAL PHYSICS AT LOW ENERGIES,otro
11121404,SITE TERMS AS A TOOL FOR BETTER SEISMIC INTENSITY PREDICTION,otro
11121405,POLITICAS DE MEMORIA DESDE UNA CLAVE GENERACIONAL: EL PASADO RECIENTE DE CHILE (1970-1990) EN TRAYECTOS COTIDIANOS JUVENILES,otro
11121407,EDUCACION MORAL DEMOCRATICA EN LA FORMACION INICIAL DE PROFESORES DE EDUCACION BASICA. ¿QUE CONDICIONES Y MEDIOS UTILIZAN LAS INSTITUCIONES FORMADORAS PARA DESARROLLAR CAPACIDADES MORAL DEMOCRATICAS EN FUTUROS PROFESORES?,otro
11121408,COVARIANCE TAPERING AND COMPOSITE LIKELIHOOD METHODS FOR CROSS COVARIANCE MODELS ESTIMATION OF MULTIVARIATE GAUSSIAN RANDOM FIELDS.,otro
11121409,PREPARATION OF PVC/COPPER NANOCOMPOSITE FILM USING MELT BLENDING METHOD,otro
11121411,INTEGRATION REQUIREMENTS AND PREFERENCES OF RETROVIRAL VECTORS DERIVED FROM MURINE LEUKEMIA VIRUS WITH DIFFERENT INTEGRASE ENZYMES,salud
11121418,"DESIGN, SYNTHESIS AND PHARMACOLOGICAL EVALUATION OF NEW SUBSTITUTED 3-[1-OXO-(4-ARYL-1-PIPERAZINYL)ALKYL]-N-(ARYLSULFONYL)-INDOLE AND INDAZOLE DERIVATIVES AS POTENTIAL DUAL ANTAGONISTS AGENTS ON 5-HT1A/5-HT6 RECEPTORS.",salud
11121427,DEVELOPMENT OF HYPERANDROGENISM DURING ADOLESCENCE: RELATIONSHIP WITH THE SOMATOTROPHIC AXIS,salud
11121428,EFFECT OF FOOD MICROSTRUCTURE ON ORAL BREAKDOWN AND BIOAVAILABILITY OF NUTRIENTS,otro
11121429,"EMPLOYMENT CONDITIONS AS SOCIAL DETERMINANTS OF HEALTH: AN EPIDEMIOLOGICAL STUDY OF TEMPORARY EMPLOYMENT, EMPLOYMENT INSECURITY AND EMPLOYMENT PRECARIOUSNESS IN THE CHILEAN EMPLOYMENT, WORK AND HEALTH 2009-2010 SURVEY",salud
11121431,USE OF MICROBIAL FERMENTATION TO IMPROVE THE ORGANOLEPTIC AND NUTRITIONAL QUALITY OF GLUTEN-FREE BREAD FORMULATED WITH CHILEAN QUINOA FLOUR,otro
11121434,COSTUMER BEHAVIOR IN MULTICHANNEL ENVIRONMENTS,otro
11121435,EFFECTIVE DATA MINING MODELS ON ONLINE SOCIAL NETWORKS,otro
11121437,"ANALYSIS, DESIGN AND DEVELOPMENT OF DISTRIBUTED CONTROL SOLUTIONS APPLIED TO THE SERVICE RESTORATION PROBLEM IN POWER DISTRIBUTION NETWORKS UNDER THE SMART GRID CONCEPT",otro
11121439,MECHANISMS TO RELAX OF WORK ARRIVAL CONSTRAINTS TO REDUCE PEAK CONGESTION USING AN INTEGRATED FIRM-WORKER-TRAFFIC MODEL,otro
11121440,OBTENTION OF ACTIVE MOLECULES BY BIOTRANSFORMATION OF TERPENYL PHENOLS USING FUNGUS GIBBERELLA FUJIKUROI AND EVALUATION OF THE ANTIFUNGAL ACTIVITY.,salud
11121441,"COLONIZACION Y NOMADISMO EN LA FORMACION DE LA EXPERIENCIA POPULAR EN PATAGONIA AUSTRAL (ARGENTINA Y CHILE, 1843-1923)",otro
11121445,NON-CONVENTIONAL PATHWAY SECRETION OF GALECTIN-8: ROLE OF EXOSOMES AND CONTROL MECHANISMS.,salud
11121448,STUDIES OF HADRONIZATION MECHANISMS AND SOME ASPECTS OF NUCLEAR IN-MEDIUM CORRELATIONS WITH CLAS DETECTOR.,otro
11121449,"TRANSCRIPTOMIC ANALYSIS OF STRESS TOLERANCE IN LISTERIA MONOCYTOGENES, A FOOD-BORNE PATHOGEN",salud
11121451,"LA REGION DE LOS LAGOS POST CRISIS DEL ISA, DESAFIOS PARA EL DESARROLLO TERRITORIAL",otro
11121452,EVALUATION OF ESTABLISHMENT AND FUNCTIONAL TRAITS OF PLANTS PRODUCED IN NURSERIES FOR RESTORATION PROGRAMS IN THE MEDITERRANEAN REGION OF CENTRAL CHILE: A FUNCTION OF NUTRIENTS AND CONTAINER SIZE,otro
11121453,GEOMETRIC AND STATISTICAL PROPERTIES OF PURE POINT DIFFRACTIVE QUASICRYSTALS,otro
11121455,"PLATAFORMAS CIUDADANAS Y GRUPOS DE CONOCIMIENTO EXPERTO EN LA CONFORMACION DE MARCOS INTERPRETATIVOS EN TORNO A LA GENERACION ELECTRICA ""DE BASE"" EN CHILE ENTRE 2008 Y 2011.",otro
11121457,ON EXISTENCE AND UNIQUENESS OF TRAVELING WAVE IN INDEPENDENT AND ALMOST PERIODIC TIME FOR MONOSTABLE NONLINEAR EQUATIONS WITH DELAY.,otro
11121458,THE EFFECT OF OBLIGATORY ENTREPRENEURSHIP EDUCATION ON COLLEGE STUDENTS,otro
11121460,DIABETES MELLITUS (DM)AND PREGNANCY: STUDY ON THE EFFECT OF DM AND ITS MOMENT OF ONSET OVER MATERNAL AND FETAL OVARIAN FUNCTION.,salud
11121462,MIXED EFFECTS LINEAR MODELS WITH ERRORS-IN-VARIABLES BASED ON SCALE MIXTURES OF SKEW-NORMALS,otro
11121463,ADAPTIVE SELECTION OF TRAINING SET BASED ON ACTIVE LEARNING,otro
11121465,DOES THE INVESTMENT IN HUMAN CAPITAL INCREASE PRODUCTIVITY? THE IMPACT OF TRAINING ON FRUIT EXPORTS SECTOR,otro
11121467,THE INTRICATE LINK BETWEEN LIVELIHOOD AND ANIMAL WELFARE: IDENTIFICATION OF RISK FACTORS AFFECTING THE WELFARE OF URBAN DRAUGHT HORSES,otro
11121473,UNDERSTANDING THE MECHANISMS THAT FAVOR INTENSITY CHANGES IN TROPICAL CYCLONES,otro
11121475,POTENTIAL FIELD NATURAL GRADIENT ROUTING,otro
11121477,EVOLUCION DE LOS PATRONES DE LOCALIZACION DE LAS CLASES MEDIAS EN SANTIAGO DE CHILE: 1992-2012,otro
11121478,THE TUMOR MICROENVIONMENT FAVORS THE GENERATION OF IMMUNOSUPPRESSIVE TH17 CELLS,salud
11121481,DEVELOPMENT OF MICROGELS LOADED WITH NANOSYSTEMS OF THERAPEUTIC INTEREST FOR CONTROLLING ITS RELEASE,salud
11121483,EL PRINCIPIO DEL DOBLE EFECTO Y SU RELEVANCIA EN EL DERECHO. LA DISTINCION ENTRE EFECTOS INTENTADOS Y EFECTOS COLATERALES COMO ELEMENTO PARA LA DETERMINACION DE LA RESPONSABILIDAD JURIDICA,otro
11121484,IDENTIFICATION OF PINUS RADIATA D. DON FAMILIES SUITABLE TO BE ESTABLISHED IN DRYLAND AREAS,otro
11121487,SOFT BOTTOM MACROBENTHOS RESPONSES TO ORGANIC ENRICHMENT AND OXYGEN MINIMUM ZONE ON CONTINENTAL SHELF OF CENTRAL CHILE: A CASE OF STUDY AT VALPARAISO BAY,otro
11121491,MATING MODULATES THE PHYSIOLOGY OF SPERM RESERVOIR,salud
11121492,THE USE OF MATRIX CONVERTERS FOR GRID INTERCONNECTION SYSTEMS,otro
11121496,CONSTRUCCION DE UN PROCESO DE SANTIDAD EN EL SIGLO XX CHILENO. UNIDAD NACIONAL Y CANONIZACION. EL CASO DE TERESA DE LOS ANDES,otro
11121497,SEEKING FOR MECHANISMS INVOLVED IN THE IL-10 SECRETION BY REGULATORY B CELLS: IMPLICATIONS FOR THERAPEUTIC INTERVENTIONS ON AUTOIMMUNE DISEASES.,salud
11121498,INTESTINAL PRODUCTION OF MELATONIN AND SEROTONIN AND THEIR EFFECTS UPON DIGESTIVE ENZYMES PERFORMANCE IN ATLANTIC AND COHO SALMONS,salud
11121504,REPRODUCTIVE ISOLATION BETWEEN TWO SIBLING SPECIES OF SEAWEEDS: EVALUATING INTRINSIC AND EXTRINSIC COMPONENTS OF THE BARRIERS TO GENE FLOW IN THE LESSONIA NIGRESCENS SPECIES COMPLEX.,otro
11121505,METALLICITY GRADIENTS IN THE TIDAL TAILS OF INTERACTING GALAXIES,otro
