código,glosa,clasificación,clasificación_normalizada
79130044,"FORTALECIMIENTO DE LINEAS DE INVESTIGACION EN GENOMICA, BIOQUIMICA Y BIOLOGIA MOLECULAR DE MICROORGANISMOS.",salud,salud
79130048,METODOS DE ELEMENTOS FINITOS PARA PROBLEMAS DE ELECTROENCEFALOGRAFIA Y/O MAGNETOENCEFALOGRAFIA.,salud,salud
79130049,"ESTUDIO DE LA HUELLA DACTILAR QUIMICA DE AEROSOLES ATMOSFERICOS Y SU DEPOSICION SOBRE NIEVE PRESENTE EN GLACIARES ANTARTICOS Y SUB-ANTARTICOS: IDENTIFICACION DEL ORIGEN Y TRANSPORTE DE CONTAMINANTES, ASI COMO SU IMPACTO EN LA ABLACION DE GLACIARES Y SU RELACION CON EL CAMBIO CLIMATICO.",otro,otro
79130053,FORTALECIMIENTO DEL PROGRAMA DE DOCTORADO EN CIENCIAS E INDUSTRIAS DE LA MADERA DE LA UNIVERSIDAD DEL BIO-BIO MEDIANTE EL REFORZAMIENTO DE SU AREA DE INVESTIGACION EN BIOPROCESOS Y BIOTRATAMIENTOS,otro,otro
781205036,GENERACION DE METAMODELOS PREDICTIVOS GEOMETALURGICOS,otro,otro
781301001,USO DE SAPONINAS DE QUILLAY PARA MEJORAR SALUD Y NUTRICION ANIMAL: APLICACIONES EN SALMONES,salud,salud
781301003,"DESARROLLO DE UNA ESTRATEGIA TECNOLOGICA SUSTENTABLE PARA LA PRODUCCION HORTICOLA, BASADA EN LA APLICACION DE BIOCARBON",otro,otro
781301004,AMPLIACION Y FORTALECIMIENTO DE CAMPO DE ACCION EN ESTUDIOS DE AGUA CON ALCANCE EN AGUA DE MAR EN EL MARCO DE ACUICULTURA Y MEDIO AMBIENTE,otro,otro
781301005,"DESARROLLO DE ADITIVOS, MATRICES Y PRECURSORES POLIMERICOS DE BASE RENOVABLE PARA LA SINTESIS DE BIOMATERIALES",otro,otro
781301006,DESARROLLO Y APLICACION DE BIOPOLIMEROS PARA LA REMOCION DE ESPECIES CONTAMINANTES DE AGUAS RESIDUALES,otro,otro
781301007,SISTEMA INTEGRADO DE HERRAMIENTAS DENDROCRONOLOGICAS Y QUIMICAS APLICADO AL ESTUDIO DE LA  CALIDAD DE AIRE Y DISPONIBILIDAD HIDRICA PARA LA GENERACION DE ENERGIA EN ZONAS MINERO-ENERGETICAS,otro,otro
781301008,HACIA EL DESARROLLO DE UN SISTEMA DE CERTIFICACION PARA INFRAESTRUCTURAS SUSTENTABLE (SCIS),otro,otro
781301009,DESARROLLO Y FORTALECIMIENTO DE LA INVESTIGACION EN LA MITILICULTURA CHILENA. ANALISIS AMBIENTAL MULTIVARIADO EN APOYO A LA SUSTENTABILIDAD DE LA INDUSTRIA EN LA X REGION,otro,otro
781302010,DESARROLLO DE UNA METODOLOGIA OPERACIONAL PARA DETERMINAR LA FACTIBILIDAD DE TRATAMIENTO ANAEROBIO DE COMPUESTOS DE DIFICIL DEGRADACION MEDIANTE GENOMICA FUNCIONAL,otro,otro
781302011,DESARROLLO Y APLICACION DE NANOCOMPOSITOS A BASE DE MATERIALES POLIMERICOS RECICLADOS Y NANOPARTICULAS METALICAS COMO BASE PARA MATERIALES EN EL RUBRO DE LA CONSTRUCCION,otro,otro
781302012,PROGRAMA DE FISCALIZACION PREVENTIVA Y GESTION DE CONFLICTOS SOCIO-AMBIENTALES,otro,otro
781302013,CREACION DE CENTRO DE INNOVACION ABIERTA NATUFEED,otro,otro
781302014,DESARROLLO E IMPLEMENTACION DE AMORTIGUADORES MAGNETOREOLOGICOS Y VISCOSOS,otro,otro
781302015,FORMULAR Y POTENCIAR ESTRATEGIAS DE CULTIVO DE MORINGA OLEIFERA EN CHILE,otro,otro
781302016,MONITOREO DISTRIBUIDO DE CALIDAD DE ACCESO A INTERNET MOVIL,otro,otro
781303017,"INVESTIGACION COLABORATIVA PARA LA COMPETITIVIDAD EN LA INDUSTRIA DE LA INGENIERIA, CONSTRUCCION Y MINERIA",otro,otro
781303018,NUEVAS MOLECULAS PEPTIDICAS DE DEFENSA ANTIMICROBIANA CONTRA FILOPATOGENOS: CONTROLADORES DE BACTERIAS Y HONGOS DE IMPACTO AGRO-ECONOMICO,otro,otro
781303019,NUEVO SERVICIO PARA LA OPTIMIZACION DE LA CALIDAD AROMATICA FRUTAL EN VINOS Y BEBIDAS,otro,otro
781303021,DESARROLLO DE DISPOSITIVOS DIAGNOSTICOS PARA PATOGENOS DE ANIMALES EXOTICOS,salud,salud
100/126/USA2013 0003,GENE THERAPY STRATEGY TO TARGET THE UNFOLDED PROTEIN RESPONSE (UPR) IN ALS,salud,salud
100/126/USA2013 0005,THE ATLAS OF THE HIV-1 GENOMIC MESSENGER RIBONUCLEOPROTEIN (MRNP) COMPLEX,salud,salud
100/126/USA2013 0010,EXPLORATION OF RHIZOBACTERIAL DIVERSITY AND PHYTASE GENES IN PLANTS GROWN IN EXTREME CHILEAN ENVIRON,otro,otro
100/126/USA2013 0012,WATER MANAGEMENT AND AGROHYDRAULIC SYSTEMS IN DESERT ENVIRONMENTS,otro,otro
100/126/USA2013 0014,ADVANCING DROUGHT AND AVALANCHE PREPAREDNESS THROUGH MULTISCALE SNOW MEASUREMENTS AND MODELS,otro,otro
100/126/USA2013 0015,GENOMIC HUMAN BIODIVERSITY IN THE PRE-COLUMBIAN AND CONTEMPORARY CHILEAN PATAGONIA,otro,otro
100/126/USA2013 0020,THE CELL BIOLOGY OF HEREDITARY SPASTIC PARAPLEGIAS USING DROSOPHILA AS A MODEL ORGANISM,salud,salud
100/126/USA2013 0030,A NEW PLATFORM TO DERIVE ASTROCYTES FROM INDUCED PLURIPOTENT STEM CELLS (IPSCS) FROM ALS PATIENTS...,salud,salud
100/126/USA2013 0035,CLIMATE AND HUMAN IMPACTS ON THE PATAGONIAN VEGETATION AND FIRE REGIMES OVER THE LAST 3000 YEARS,otro,otro
100/126/USA2013 0041,ANALYSIS OF GENE REGULATORY NETWORKS THAT MODULATE BEHAVIOR UPON BACTERIAL PATHOGENESIS,salud,salud
IT13I10003,ABC SALUD: UNA HERRAMIENTA PARA EL MEJORAMIENTO DE LA GESTION Y VALORACION DE PRESTACIONES EN HOSPIT ALES PUBLICOS,salud,salud
IT13I10005,HERRAMIENTAS PARA FORTALECER LA FORMACION DE PROFESORES DE EDUCACION BASICA BASADAS EN EXPERIENCIAS DE ENSEÑANZA DE LA MATEMATICA EN AULA,otro,otro
IT13I10012,"CONSOLIDACION DEL DESARROLLO TECNOLOGICO PARA LA PRODUCCION MASIVA DE JUVENILES DE CAMARON DE RIO DE L NORTE (CRYPHIOPS CAEMENTARIUS), BASADO EN EL MANEJO DE LA REPRODUCCION Y PROTOCOLOS DE OPERACION D EL CULTIVO",otro,otro
IT13I10017,AUTOMATIZACION DE UN SISTEMA INCONDICIONALMENTE SEGURO DE COMUNICACION CUANTICA BASADO EN FIBRAS OPT ICAS COMERCIALES,otro,otro
IT13I10020,INNOVACION SOCIAL EFECTIVA: CONSTRUCCION DE UNA BATERIA DE INSTRUMENTOS CUANTITATIVOS Y UN SOPORTE T ECNOLOGICO PARA MEJORAR LOS PROCESOS DE MEDICION DE LA CALIDAD EN PROGRAMAS SOCIALES,otro,otro
IT13I10025,EVALUACION DE LA EFICACIA DE UNA NUEVA VACUNA ANTI-STAPHYLOCOCCUS AUREUS (MASTI-VAC) PARA EL CONTROL DE MASTITIS BOVINA EN REBAÑOS LECHEROS DEL SUR DE CHILE.,salud,salud
IT13I10034,PATRONES O ESTANDARES NACIONALES DE RADIACION DE ONDA CORTA Y DE DOSIS DE RADIACION ULTRAVIOLETA UV,otro,otro
IT13I10035,SISTEMA DE MONITOREO NO INTRUSIVO DE SEÑALES BIOMEDICAS,salud,salud
IT13I10038,DESARROLLO DE UN SISTEMA MOVIL PARA LA GENERACION DE MAPAS TERMICOS QUE PERMITAN UN MANEJO OPTIMO DE L RIEGO,otro,otro
IT13I10044,"SISTEMA AUTOMATICO DE DOSIFICACION, LLENADO Y EMPACADO DE ADSORBENTES POLIMERICOS EN TUBOS DE DESORC ION TERMICA",otro,otro
IT13I10054,EVALUACION DEL DESEMPEÑO EN LINEA PRODUCTIVA DE RODILLOS DE ROLL FORMING HECHOS DE UN POLIMERO REFOR ZADO CON FIBRAS Y NANOTUBOS DE CARBONO,otro,otro
IT13I10057,DESARROLLO DE UN BIOPRODUCTO PARA EL CONTROL DE FUSARIUM CIRCINATUM EN VIVEROS DE PINUS RADIATA,otro,otro
IT13I10059,"PLATAFORMA DE INTEGRACION TECNOLOGICA PARA EL REGISTRO, VIGILANCIA Y ALERTA DE ENFERMEDADES DE NOTIF ICACION OBLIGATORIA",salud,salud
IT13I10060,DESARROLLO DE TECNOLOGIA PARA EL PROCESAMIENTO QUIMICO DE PAJA DE TRIGO,otro,otro
ABATE-13006,JOST HEINTZENBERG,otro,otro
ER13/001,POYECTO ASOCIATIVO REGION DE TARAPACA,otro,otro
ER13/002,POYECTO ASOCIATIVO REGION DE ANTOFAGASTA,otro,otro
ER13/004,PROYECTOS ASOCIATIVO REGION DE COQUIMBO,otro,otro
ER13/005,PROYECTO ASOCIATIVO REGION DE VALPARAISO,otro,otro
ER13/008,PROYECTO ASOCIATIVO REGION DE BIOBIO,otro,otro
ER13/009,PROYECTO ASOCIATIVO REGION DE LA ARAUCANIA,otro,otro
ER13/010,PROYECTO ASOCIATIVO REGION DE LOS LAGOS,otro,otro
ER13/011,PROYECTO ASOCIATIVO REGION DE AYSEN,otro,otro
ER13/012,PROYECTO ASOCIATIVO REGION DE MAGALLANES,otro,otro
ER13/013,PROYECTO ASOCIATIVO REGION METROPOLITANA SUR ORIENTE,otro,otro
ER13/014,PROYECTO ASOCIATIVO REGION DE LOS RIOS,otro,otro
ER13/016,PROYECTO ASOCIATIVO REGION METROPOLITANA NORTE,otro,otro
ER13/017,PROYECTO ASOCIATIVO REGION METROPOLITANA,otro,otro
100/121/REDES130006,RED PARA ESTUDIO IMPACTO MOLECULAR DE CONTAMINANTES AMBIENTALES METALICOS SOBRE CANALES IONICOS.,salud,salud
100/121/REDES130008,RED ORDENES TRANSNACIONALES,otro,otro
100/121/REDES130015,RED DE COLABORACION PARA INNOVACIONES AGROALIMENTARIAS  BASADAS EN MICRO/NANOENCAPSULACION,otro,otro
100/121/REDES130016,RED  DE COLABORACION INTERNACIONAL PARA ESTUDIOS EN BIODIVERSIDAD Y CONSERVACION DEL ALTIPLANO,otro,otro
100/121/REDES130020,"NETWORK IN CELL AND TISSUE MORPHODYNAMICS BETWEEN BNI-CHILE, UCL/CDB-UK AND IST-AUSTRIA",salud,salud
100/121/REDES130029,CONTROL Y GESTION DE DISPOSITIVOS DE ALMACENAMIENTO DE ENERGIA CON APLICACIONES A TRACCION ELECTRICA Y GENERACION DISTRIBUIDA,otro,otro
100/121/REDES130031,RED INTERNACIONAL DE COLABORACION EN GENOMICA VEGETAL Y BIOLOGIA DE SISTEMAS,otro,otro
100/121/REDES130033,BUSQUEDA DE BIOMARCADORES EN EL MICROAMBIENTE TUMORAL PARA LA EVALUACION DEL CANCER DE PROSTATA,salud,salud
100/121/REDES130037,DEVELOPING AN INTERN. RESEARCH NETW IN GASTROENTEROLOGIC PATHOGEN-DRIVEN INFLAMMAT DISEASES & CANCER,salud,salud
100/121/REDES130042,"SEWER MINING, GETTING BACK RESOURCES FROM WASTEWATER",otro,otro
100/121/REDES130047,ASSOCIATION WITH UNIVERSITAT HANNOVER (GERMANY),otro,otro
100/121/REDES130052,HERRAMIENTAS PARA APOYAR LA TOMA DE DECISIONES EN SIST. HIDROTERMICOS CON ALTA PENETRACION DE ERNC,otro,otro
100/121/REDES130053,“ESTRATEGIAS DE CONTROL PARA LA OPERACION DE MICRO-REDES CON ALTA PENETRACION DE ENERGIA RENOVABLE”.,otro,otro
100/121/REDES130057,RED INTERNACIONAL DE ESTUDIOS DE LA MEMORIA SOCIAL,otro,otro
100/121/REDES130066,REDES INTERNACIONALES PARA EL CAMBIO CLIMATICO: RESILIENCIA Y GOBERNANZA,otro,otro
100/121/REDES130067,MODELING AND OPTIMIZATION OF BIOPROCESSES FOR THE TREATMENT OF WATER RESOURCES,salud,salud
100/121/REDES130070,COLABORACION CHILENO-ARGENTINA EN GESTION DE OPERACIONES (CHAGO),otro,otro
100/121/REDES130074,COLABORACION EN INVESTIGACION ENTRE MIDE UC Y EL DATA PROCESSING AND RESEARCH CENTER DEL IEA,otro,otro
100/121/REDES130087,COMPRAVENTA CIVIL Y COMPRAVENTA DE CONSUMO. ACCIONES DE PROTECCION DEL INTERES DEL ACREEDOR,otro,otro
100/121/REDES130090,ENERGY CONVERSION: APPLICATION TO FLAME RADIATION AND SOOT PRODUCTION,otro,otro
100/121/REDES130097,RECURSOS PARA LA VALORIZACION DE LA DIVERSIDAD Y LA PREVENCION DE LA VIOLENCIA EN LA ESCUELA,otro,otro
100/121/REDES130100,PROCESAMIENTO DE IMAGENES SATELITALES,otro,otro
100/121/REDES130102,INTERNATIONAL NETWORK FOR THE STUDY OF FETO-PLACENTAL VASCULAR DYSFUNCTION IN DISEASES OF PREGNANCY,salud,salud
100/121/REDES130105,INVESTIGACIONES EN TORNO A EXPERIENCIAS DE EXCLUSION / INCLUSION SOCIAL,otro,otro
100/121/REDES130112,RENEWABLE ENERGY CONVERSION SYSTEMS AND SMART GRID RESEARCH NETWORK,otro,otro
100/121/REDES130113,"CONVERSATORIO INTERNACIONAL GENERO, ETNICIDAD Y POST-COLONIALISMO",otro,otro
100/121/REDES130114,CENTRO INTERNACIONAL DE GENOMICA Y CANCER,salud,salud
100/121/REDES130118,ESTUDIO DE LA EXPRESION GENICA EN ENFERMEDADES INFECCIOSAS Y CANCER,salud,salud
821320001,QUANTITATIVE AUTOMATA MODELS FOR DATA MANAGEMENT PROBLEMS,otro,otro
821320002,LA HABILIDAD PARA EXPLICAR EN PROFESORES DE CIENCIA Y MATEMATICA,otro,otro
821320005,INSERCION LABORAL DE PROFESIONALES CON ESTUDIOS DE POSTGRADO.,otro,otro
821320006,ASIMILACION DE DATOS SECUENCIAL EN EL SISTEMA CARDIOVASCULAR,salud,salud
821320007,SILVICULTURA PARA LA RESTAURACION: UN NUEVO ENFOQUE PARA LA RECUPERACION DE ECOSISTEMAS DEGRADADOS,otro,otro
821320008,VALOR DE LA GENERACION VARIABLE COMO OFERENTE DE RESERVA SECUNDARIA.,otro,otro
821320011,PROPUESTA CURRICULAR INTERCULTURAL AUTONOMA,otro,otro
821320013,LOW-COMPLEXITY MIMO-BICM DETECTORS,otro,otro
821320016,COMPARANDO PRACTICAS COTIDIANAS DE GESTION DE LOS CUIDADOS EN CHILE Y URUGUAY,salud,salud
821320022,INTEGRABILITY OF GAUGE THEORIES AND HOLOGRAPHIC WILSON LOOPS,otro,otro
821320024,EFECTOS CUANTICOS Y CORRIENTES ELECTRICAS SOBRE REDES DE SKYRMIONES,otro,otro
821320025,LA VIOLENCIA FILIO-PARENTAL: UN ESTUDIO EXPLORATORIO DE SU PREVALENCIA Y FACTORES EXPLICATIVOS.,salud,salud
821320026,ESTUDIO DEL ROL DEL FACTOR DE TRANSCRIPCION BZIP17 EN LA RESPUESTA A ESTRES OSMOTICO Y SEQUIA.,otro,otro
821320027,SINTESIS DE COMPUESTOS ORGANICOS UTILIZANDO METODOLOGIAS SINTETICAS MODERNAS.,otro,otro
821320035,DEVELOPMENT OF A GENOMIC SELECTION PLATFORM TO IMPROVE BREEDING PROGRAMS IN THE CHILEAN INDUSTRY,otro,otro
821320039,APROPIACIONES Y DESAPROPIACIONES DEL PATRIMONIO CULTURAL PORTEÑO,otro,otro
821320046,CARACTERIZACION DE LA VIA HIPPO EN EL OVARIO DE LA TIJERETA FORFICULA AURICULARIA,salud,salud
821320050,MADE IN CHILE,otro,otro
821320053,PATRIMONIALIZACION DE LA ALIMENTACION INDIGENA EN CHILE,otro,otro
821320055,SEGUIMIENTO DE TRAYECTORIAS PARA LA CARACTERIZACION DE LA DINAMICA Y LAS INESTABILIDES EN FLUIDOS.,otro,otro
821320062,USO DE RIEGO DEFICITARIO PARA MAXIMIZAR LA EFICIENCIA DEL USO DEL AGUA DE RIEGO EN UVA DE MESA,otro,otro
821320064,DRUG DESIGN: A QM/MM STUDY OF HUMAN CARBONIC ANHYDRASE II VARIANTS INHIBITION.,salud,salud
821320066,DETERMINING THE SURFACE OCEANOGRAPHIC CHANGES OF THE HUMBOLDT CURRENT FOR THE PAST 1 MILLION YEARS,otro,otro
821320069,PLANT SPECIES DIVERSITY-INVASIBILTY RELATIONSHIPS IN COASTAL FORESTSSYSTEMS IN CENTRAL CHILE,otro,otro
821320070,COMPUTATIONAL STUDY OF TRANSPORT PROPERTIES OF IDPS IN CYTOPLASM,otro,otro
7813110001,PARTICIPACION DE HONGOS EN LA BIOTRANSFORMACION DE ANTIBIOTICOS UTILIZADOS EN LA SALMONICULTURA,salud,salud
7813110002,"TIZON FLORAL EN FRUTALES DE CAROZO (PRUNUS SPP.): ETIOLOGIA, EPIDEMIOLOGIA Y CONTROL",otro,otro
7813110003,CARACTERIZACION DE AGENTES VIRALES PRESENTES EN CULTIVOS DE TOMATE EN LA REGION DE ARICA Y PARINACOTA,salud,salud
7813110004,ENFOQUE METAGENOMICO PARA EL ESTUDIO DE VIRUS Y PATOGENOS AFINES E IMPLEMENTACION DE TECNICAS DE DIAGNOSTICO MOLECULAR DE ESTOS EN CULTIVOS DE PAPAS NATIVAS,- salud,salud
7813110005,NUEVA PLATAFORMA DE EXPRESION DE FITASA EN EL CLOROPLASTO DE LA MICROALGA HAEMATOCOCCUS PLUVIALISY DETERMINACION DE LOS PARAMETROS OPERACIONALES DE CULTIVO PARA SU UTILIZACION EN LA INDUSTRIA PECUARIA Y ACUICOLA,- otro,otro
7813110006,EVALUACION ENERGETICA EN PLANTA DE ELECTROOBTENCION DE COBRE,- otro,otro
7813110007,MICROEXTRACCION POR SORCION CON DISCO ROTATORIO DE FARMACOS DE USO VETERINARIO,- salud,salud
7813110009,BACTERIAS PROMOTORAS DEL CRECIMIENTO VEGETAL PARA MEJORAR LA TOLERANCIA AL ESTRES POR SEQUIA Y SALINIDAD EN PALTOS,- salud,salud
7813110010,DISEÑO Y CARACTERIZACION DE MATERIALES EN BASE A MEZCLAS DE SALES INORGANICAS PARA SU APLICACION EN ALMACENAMIENTO DE ENERGIA TERMICA SOLAR,- otro,otro
7813110011,MEJORAMIENTO GENETICO PARA LA RESISTENCIA A HERBICIDAS EN QUINOA (CHENOPODIUM QUINOA): ESTRATEGIA  CONJUNTA DE SELECCION ENOTIPICA  Y GENETICA REVERSA PARA LA DETECCION DE MUTACIONES INDUCIDAS EN EL GEN ACETOHIDROXIACIDO SINTASA (AHAS),- salud,salud
7813110013,SENSADO INDIRECTO DE VARIABLES DINAMICAS Y DISTRIBUIDAS SOBRE PROCESOS DE COMBUSTION BASADO EN ANALISIS ESPECTRAL,- otro,otro
7813110015,NUEVAS ESTRATEGIAS DE DISEÑOS Y MATERIALES PARA REDES HIDRAULICAS DE DRENAJE DE SUELOS AGRICOLAS,otro,otro
7813110016,FUNCION DE LA CITOCROMO P450 AROMATASA EN LA DIFERENCIACION SEXUAL DEL MEJILLON CHOROMYTILUS CHORUS (MOLLUSCA BIVALVIA) (MOLINA 1782),otro,otro
7813110017,PRODUCCION DE BIO-OIL DE MICROALGAS POR PIROLISIS RAPIDA: ESTUDIO DE LOS EFECTOS DE LAS PROPIEDADES DE LA BIOMASA EN LA CALIDAD DEL PRODUCTO MEDIANTE EL USO DE BIOMASA COMPLETA Y AGOTADA COMO MATERIA PRIMA,otro,otro
7813110018,ANALISIS GENOMICO-TRANSCRIPCIONAL DE  AISLADOS  DE  PISCIRICKETTSIA SALMONIS: IMPLICACIONES EN SOBREVIVENCIA Y PATOGENICIDAD  Y SU IMPACTO EN NUEVAS MEDIDAS DE DIAGNOSTICO Y CONTROL,salud,salud
7813110019,CARACTERIZACION DEL EFECTO DE PEPTIDO(S) BIOACTIVO(S) PRODUCIDOS POR LA BACTERIA MARINA ALTEROMONAS SP. INVOLUCRADAS EN LA INHIBICION DE LA COLONIZACION PRIMARIA DE MICROALGAS CARACTERISTICAS DEL BIOFOULING,otro,otro
7813110021,ESTUDIO Y MODELACION DE LA FORMACION DE DEPOSITOS EN LA CO-COMBUSTION DE CARBON Y BIOMASA EN UN REACTOR DE LECHO FLUIDIZADO,otro,otro
7813110022,DESARROLLO DE UN FACTOR DE TRANSCRIPCION ARTIFICIAL CON ACTIVIDAD ANTINEOPLASICA EN CANCER GASTRICO,salud,salud
7813110023,OPTIMIZACION DEL SISTEMA DE ABASTECIMIENTO DE ENAP MEDIANTE MODELOS MATEMATICOS,otro,otro
3/31/31130006,PARTICIPATION OF ASTRONOMY GRADUATE STUDENTS IN INTERNATIONAL ASTRONOMY MEETINGS,otro,otro
3/31/31130018,ASTRONOMY OLYMPIADS,otro,otro
3/31/31130019,ACADEMIC RADIO CORRELATOR,otro,otro
PLU13_V20002,JOVENES POPULARES URBANOS Y PLURALISMO EN MEDIOS ESCRITOS ESTUDIO DE PERCEPCION LECTORIA Y EVALUACION DEL PLURALISMO EN LA PRENSA ESCRITA Y DIGITAL,otro,otro
PLU13_V20004,CAMPANAS SIN FIN DE LUCRO Y SU COBERTURA PERIODISTICA: FUNCION SOCIAL DE LA PRENSA EN EL ESPACIO PUBLICO MEDIATICO,otro,otro
PLU13_V20008,DIARIOS DE VIDA DE LAS AUDIENCIAS CHILENAS: USOS Y PERCEPCIONES DE LOS MEDIOS EN SANTIAGO Y REGIONES,otro,otro
PLU13000008,EL PLURALISMO EN LA AGENDA POLITICA DE LOS MEDIOS DIGITALES ESCRITOS EN LAS REGIONES V VIII Y METROPOLITANA: FINANCIAMIENTO FUENTES DE LA INFORMACION Y LINEAS EDITORIALES,otro,otro
3/32/32130010,"BRINGING THE GALAXY ZOO TO CHILE: 50,000 CHILEAN CITIZEN SCIENTISTS",otro,otro
3/32/32130011,ADELA 2014 @ SCL,otro,otro
3/32/32130022,ASTRONOMY OUTREACH ACTIVITIES,otro,otro
3/32/32130023,DEVELOPMENT OF TECHNOLOGY FOR FUTURE HETERODYNE CAMERAS,otro,otro
3/32/32130025,2ND BI-NATIONAL SCIENTIFIC MEETING SOCHIAS-AAA 2014,otro,otro
3/QUIMAL/QUIMAL130001,UNIVERSIDAD DE LA SERENA AND SDSS-IV: TECHNOLOGICAL TRANSFER IN THE FRAMEWORK OF THE CHILEAN PARTICIPATION ON THE APOGEE-2S SURVEY,otro,otro
3/QUIMAL/QUIMAL130002,HIGH PERFORMANCE COMPUTING SYSTEM FOR THE THEORETICAL SEARCH OF MOLECULAR SPECIES IN ASTRONOMICAL ENVIRONMENTS,otro,otro
3/QUIMAL/QUIMAL130004,THE FIRST PUBLIC CHILEAN PROFESSIONAL OBSERVATORY IN THE REGION DE ANTOFAGASTA,otro,otro
3/QUIMAL/QUIMAL130005,FIRST STEP TOWARDS THE CONSTRUCTION OF A LOW-FREQUENCY TELESCOPE: RFI SITE-TESTING WITH MARI-UCSC,otro,otro
3/QUIMAL/QUIMAL130006,"A MULTI-BAND, WIDE-FIELD, NEAR UV/OPTICAL IMAGER FOR SOAR 4 METER TELESCOPE",otro,otro
3/QUIMAL/QUIMAL130008,STORAGE SOLUTION FOR OBSERVATIONAL AND THEORETICAL CHILEAN ASTRONOMY,otro,otro
11130001,"CONSTRUCCION DE ESTADO NACIONALY REGION EN EL SEPTENTRION CHILENO: TALTAL, 1860-1910",otro,otro
11130002,TRANSFORMACIONES POLITICAS INFRACOMUNALES: ETNOGRAFIA DE EXPERIENCIAS ETNOPOLITICAS,otro,otro
11130005,EL DISCURSO DE LA IGUALDAD DE GENERO EN CHILE Y SU RECEPCION EN MUJERES DE LAS CAPAS MEDIAS Y ALTAS,otro,otro
11130007,MOLECULAR MODELING AND SPECTROSCOPIC STUDIES ON THE LIPOPHYLICITY AND INTERACTION OF HEXANUCLEAR CLUSTER WITH SERUM ALBUMIN,salud,salud
11130010,DESARROLLO DE LA CONSTRUCCION DE SIGNIFICADOS EN NARRACIONES ESCRITAS DE ESCOLARES BASICOS:UN ANALISIS DESDE LA LINGUISTICA SISTEMICO FUNCIONAL,otro,otro
11130012,PARTITION OF METAL IONS IN AQUEOUS TWO-PHASE SYSTEMS. APPLICATION TO THE HYDROMETALLURGY OF COPPER.,otro,otro
11130013,ROLE OF CARDIAC HEMICHANNELS IN TRYPANOSOMA CRUZI INFECTION,salud,salud
11130020,EVALUATION OF THE ROLE OF CERAMIDE-1-PHOSPHATE IN THE ACTIVATION OF MACROPHAGES DURING THE INFLAMMTORY PROCESS TRIGGERED BY THE VENOM OF THE SPIDER LOXOSCELES LAETA,salud,salud
11130024,"CAMBIOS CULTURALES ENLAS POBLACIONES ANDINAS DE ARICA Y TACNA. INTERACIONES HISPANO-INDIGENA, PRODUCCION LOCAL Y TECNOLOGIAS ANDINAS (SIGLOS XVI-XVIII)",otro,otro
11130026,ACCION COLECTIVA Y DISEÑO INSTITUCIONAL. UNA CONTRIBUCION DESDE LA SOCIOLOGIA ANALITICA AL ESTUDIO DE LOS FUNDAMENTOS Y DE LAS CONSECUENCIAS DE LA DES-COLECTIVIZACION EN CHILE,otro,otro
11130028,"ANTRHOPOMETRIC MARKERS OF AGGRESSIVENESS IN BIOLOGICAL MARKETS, UNDER AN INTRASEXUAL COMPETITION SCENARIO",otro,otro
11130033,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTORS (PPARS) AS POTENTIAL TARGETS AGAINST OXIDATIVE STRESS-DERIVED DAMAGE ON THE BLOOD-BRAIN BARRIER: LIMITING NEURODEGENERATIVE DISORDERS COLLATERAL DAMAGE.,salud,salud
11130034,"FRAGMENTACION DEL CONOCIMIENTO, COMUNIDAD DE INVESTIGACION Y UNIDAD DEL SUJETO: EL PROBLEMA DE LA UNIVERSIDAD EN ALASDAIR MACINTYRE",otro,otro
11130035,ESTUDIO DE LAS RACIONALIDADES QUE ENMARCAN LA RELACION ESCUELA ESCUELA/FAMILIA DE DOCENTES Y APODERADOS: APORTES PARA EL ABORDAJE DEL MALESTAR EN LA CULTURA EDUCATIVA ACTUAL,otro,otro
11130039,FOLIAR ENDOPHYTIC FUNGI (FEF) AND THEIR PROTECTIVE ROLE AGAINST HERBIVORES AND PATHOGENS IN NATIVE WOODY PLANTS OF A SOUTHERN TEMPERATE RAINFOREST,otro,otro
11130041,CONVERGENCIA EN LAS VISIONES DE LA DIADA ADOLESCENTE-PROGENITOR SOBRE EL FUNCIONANMIENTO FAMILIAR Y COMPORTAMIENTO AUTONOMO DEL ADOLESCENTE: IMPACTO DEL TEMPERAMENTO ADOLESCENTE Y LA DEPRESION PARENTAL EN EL CURSO,otro,otro
11130042,DEVELOPING PUBLIC HEALTH INTELLIGENCE IN PRIMARY CARE FOR INTERNATIONAL IMMIGRANTS IN CHILE : A MULTI-METHODS STUDY,salud,salud
11130048,"DEVELOPMENT, CHARACTERIZATIONS AND OPTIMIZATIONS OF ATMOSPHERIC PRESSURE NON-THERMAL PLASMA TORCHES FOR BIOMEDICAL AND MATERIAL SCIENCE RESEARCHES",salud,salud
11130049,MEASUREMENTS OF NUETRON SPECTRUM ENERGY AT RECH-1 NUCLEAR REACTOR CORE BY NUETRON ACTIVARION EXPERIMENTS AND UNFORLDING ALGORITHMS BASED ON THE BAYES´THEOREM OF CONDITIONAL PROBABILITIES,otro,otro
11130055,DESING AND DEVELOPMENT OF A COMPUTER SYSTEM TO SUPPORT THE COLLABORATIVE ASSESSMENT MARKING PROCESS OF OPEN ENDED QUESTIONS AND ITS EVALUATION IN UNIVERSITY COURSES.,otro,otro
